Frequentie (Hz),Spanning (V),Fase (degrees)
100,0.095,0
100,0.095,0
100.002,0.095,0
100.003,0.095,0
100.004,0.095,0
100.004,0.095,0
100.005,0.095,0
100.006,0.095,0
109.996,0.108,0
109.998,0.108,0
109.998,0.108,0
110,0.108,0
110.002,0.108,0
119.999,0.122,0
120,0.122,0
120,0.122,0
120.001,0.122,0
120.003,0.122,0
129.998,0.137,0
129.999,0.137,0
130,0.137,0
130.001,0.137,0
130.001,0.137,0
139.762,0.151,0
139.998,0.153,0
140,0.153,0
140,0.153,0
140.001,0.153,0
149.999,0.171,0
150,0.171,0
150.001,0.171,0
150.002,0.171,0
150.002,0.171,0
151.621,0.174,0
159.999,0.192,0
160.001,0.192,0
160.001,0.192,0
160.001,0.192,0
160.001,0.192,0
160.001,0.191,0
169.999,0.214,0
170.001,0.214,0
170.003,0.214,0
170.004,0.214,0
170.969,0.216,0
179.999,0.238,0
180.001,0.238,0
180.002,0.238,0
180.002,0.238,0
189.999,0.265,0
190,0.264,0
190.001,0.265,0
190.001,0.264,0
199.995,0.292,0
199.997,0.292,0
199.999,0.292,0
199.999,0.292,0
200,0.292,0
209.996,0.319,0
209.996,0.319,0
209.997,0.319,0
209.997,0.319,0
209.998,0.319,0
209.999,0.319,0
219.996,0.344,0
219.997,0.344,0
219.997,0.344,0
219.999,0.344,0
219.999,0.344,0
229.997,0.364,0
229.998,0.364,0
229.999,0.364,0
230,0.364,0
230,0.364,0
239.995,0.377,0
239.998,0.377,0
239.998,0.377,0
239.998,0.377,0
250,0.381,0
250.001,0.381,0
250.001,0.381,0
250.001,0.381,0
258.237,0.379,0
260.002,0.378,0
260.002,0.378,0
260.007,0.378,0
260.948,0.378,0
269.999,0.368,0
270.001,0.368,0
270.001,0.368,0
270.002,0.368,0
270.004,0.368,0
280.002,0.354,0
280.003,0.354,0
280.005,0.354,0
280.006,0.354,0
280.008,0.354,0
289.999,0.338,0
290,0.338,0
290.001,0.338,0
290.001,0.338,0
290.003,0.338,0
290.004,0.338,0
299.996,0.322,0
300,0.322,0
300,0.322,0
300,0.322,0
309.999,0.305,0
309.999,0.305,0
310.001,0.305,0
310.002,0.305,0
310.003,0.305,0
320,0.289,0
320.001,0.289,0
320.001,0.289,0
320.001,0.289,0
329.997,0.274,0
329.999,0.275,0
329.999,0.274,0
330,0.274,0
339.998,0.261,0
339.999,0.26,0
340,0.261,0
340,0.261,0
349.998,0.248,0
349.999,0.248,0
349.999,0.248,0
350,0.248,0
350,0.248,0
359.999,0.236,0
360,0.236,0
360.001,0.236,0
360.002,0.236,0
369.405,0.226,0
369.999,0.225,0
370,0.225,0
370.002,0.225,0
370.002,0.225,0
379.999,0.215,0
380,0.215,0
380,0.215,0
380.001,0.215,0
389.999,0.206,0
389.999,0.206,0
390,0.206,0
390,0.206,0
399.997,0.198,0
400,0.197,0
400.002,0.197,0
400.003,0.197,0
400.034,0.198,0
403.569,0.194,0
409.998,0.19,0
409.999,0.19,0
410.001,0.19,0
410.004,0.19,0
410.031,0.19,0
419.999,0.182,0
420,0.183,0
420,0.182,0
420.001,0.183,0
429.999,0.176,0
430.001,0.176,0
430.001,0.176,0
430.003,0.176,0
440,0.17,0
440,0.17,0
440,0.17,0
440.001,0.17,0
449.999,0.164,0
449.999,0.164,0
449.999,0.164,0
450,0.164,0
450.001,0.164,0
450.001,0.164,0
459.997,0.158,0
459.999,0.159,0
460.001,0.159,0
460.001,0.159,0
469.998,0.154,0
469.998,0.154,0
469.998,0.154,0
470.002,0.154,0
470.002,0.154,0
479.999,0.149,0
480,0.149,0
480,0.149,0
480.001,0.149,0
489.999,0.144,0
489.999,0.145,0
490,0.144,0
490.001,0.145,0
499.996,0.14,0
499.999,0.14,0
500,0.14,0
500.001,0.14,0
500.002,0.14,0
500.005,0.14,0
509.996,0.136,0
509.997,0.137,0
509.997,0.137,0
509.999,0.136,0
510,0.137,0
519.998,0.133,0
519.999,0.133,0
520,0.133,0
520,0.133,0
520.001,0.133,0
529.996,0.129,0
530,0.129,0
530,0.129,0
530,0.129,0
530.002,0.129,0
540.001,0.126,0
540.001,0.126,0
540.001,0.126,0
540.002,0.126,0
540.005,0.126,0
549.999,0.123,0
550,0.123,0
550.001,0.123,0
550.001,0.123,0
550.001,0.123,0
559.998,0.12,0
560,0.12,0
560.001,0.12,0
560.002,0.12,0
560.003,0.12,0
561.309,0.12,0
569.994,0.117,0
569.996,0.117,0
569.998,0.117,0
570.001,0.117,0
579.997,0.115,0
579.999,0.115,0
579.999,0.115,0
580.001,0.115,0
580.002,0.115,0
589.996,0.112,0
589.999,0.112,0
590,0.112,0
590,0.112,0
590.001,0.112,0
590.004,0.112,0
600,0.11,0
600,0.11,0
600.002,0.11,0
600.009,0.11,0
609.998,0.107,0
609.999,0.107,0
610.001,0.107,0
610.001,0.107,0
610.002,0.107,0
610.002,0.107,0
619.997,0.105,0
620,0.105,0
620,0.105,0
620.001,0.105,0
620.001,0.105,0
629.998,0.103,0
629.999,0.103,0
630.001,0.103,0
630.001,0.103,0
630.003,0.103,0
639.996,0.101,0
640.001,0.101,0
640.002,0.101,0
640.006,0.101,0
649.998,0.099,0
650,0.099,0
650.001,0.099,0
650.003,0.099,0
650.005,0.099,0
659.998,0.097,0
660.002,0.097,0
660.002,0.097,0
660.003,0.097,0
660.003,0.097,0
669.993,0.095,0
669.995,0.095,0
669.995,0.095,0
670.003,0.095,0
670.006,0.096,0
670.006,0.095,0
679.997,0.094,0
679.999,0.094,0
680,0.094,0
680.001,0.094,0
680.003,0.094,0
689.994,0.092,0
689.997,0.092,0
689.999,0.092,0
690,0.092,0
690.003,0.092,0
699.996,0.09,0
699.997,0.091,0
700,0.091,0
700,0.091,0
700.001,0.091,0
700.004,0.091,0
709.996,0.089,0
709.996,0.089,0
710,0.089,0
710.003,0.089,0
719.998,0.087,0
719.998,0.087,0
719.999,0.088,0
720.001,0.088,0
720.002,0.087,0
729.997,0.086,0
730,0.086,0
730.003,0.086,0
730.004,0.086,0
730.007,0.086,0
739.997,0.085,0
739.998,0.085,0
740,0.085,0
740.001,0.085,0
740.001,0.085,0
749.999,0.083,0
750.002,0.083,0
750.002,0.083,0
750.002,0.083,0
750.005,0.083,0
759.998,0.082,0
759.998,0.082,0
760,0.082,0
760.003,0.082,0
769.997,0.081,0
769.998,0.081,0
769.999,0.081,0
770,0.081,0
770.002,0.081,0
779.998,0.08,0
779.998,0.08,0
780.001,0.08,0
780.001,0.08,0
780.001,0.08,0
789.989,0.078,0
789.999,0.078,0
790,0.078,0
790.001,0.078,0
792.409,0.078,0
799.996,0.077,0
799.998,0.077,0
800,0.077,0
800.002,0.077,0
808.451,0.076,0
809.996,0.076,0
810,0.076,0
810.002,0.076,0
810.003,0.076,0
810.006,0.076,0
819.998,0.075,0
819.998,0.075,0
819.999,0.075,0
820.002,0.075,0
820.004,0.075,0
829.996,0.074,0
829.999,0.074,0
830,0.074,0
830.004,0.074,0
830.006,0.074,0
830.006,0.074,0
839.995,0.073,0
839.999,0.073,0
839.999,0.073,0
840,0.073,0
840.002,0.073,0
840.003,0.073,0
847.583,0.072,0
849.996,0.072,0
849.996,0.072,0
849.997,0.072,0
850.002,0.072,0
850.005,0.072,0
859.991,0.071,0
860.001,0.071,0
860.003,0.071,0
860.005,0.071,0
860.006,0.071,0
869.991,0.07,0
869.994,0.07,0
869.996,0.07,0
870.007,0.07,0
870.013,0.07,0
879.998,0.069,0
879.999,0.069,0
879.999,0.069,0
880,0.069,0
880,0.069,0
880.001,0.069,0
880.002,0.069,0
880.002,0.069,0
880.003,0.069,0
889.994,0.068,0
889.995,0.068,0
890.003,0.068,0
890.004,0.068,0
890.01,0.068,0
899.99,0.068,0
899.995,0.068,0
900.006,0.068,0
900.006,0.068,0
900.008,0.068,0
908.654,0.067,0
909.998,0.067,0
910.002,0.067,0
910.003,0.067,0
910.003,0.067,0
910.004,0.067,0
919.997,0.066,0
919.997,0.066,0
920,0.066,0
920.001,0.066,0
920.002,0.066,0
929.997,0.065,0
929.997,0.065,0
929.999,0.065,0
930,0.065,0
930.003,0.065,0
939.996,0.064,0
939.997,0.064,0
940.001,0.064,0
940.002,0.064,0
940.008,0.064,0
949.991,0.064,0
949.996,0.064,0
949.997,0.064,0
949.998,0.064,0
949.999,0.064,0
950,0.064,0
959.994,0.063,0
959.996,0.063,0
959.997,0.063,0
959.997,0.063,0
959.998,0.063,0
960.003,0.063,0
969.998,0.062,0
969.998,0.062,0
970.003,0.062,0
970.007,0.062,0
970.008,0.062,0
975.195,0.062,0
979.998,0.061,0
979.999,0.061,0
979.999,0.061,0
979.999,0.061,0
980.004,0.061,0
989.999,0.061,0
990,0.061,0
990,0.061,0
990.001,0.061,0
990.001,0.061,0
990.002,0.061,0
990.002,0.061,0
990.003,0.061,0
999.986,0.06,0
999.99,0.06,0
999.993,0.06,0
999.993,0.06,0
999.994,0.06,0
1000.003,0.06,0
1000.008,0.06,0
1000.012,0.06,0
1000.022,0.06,0